num,latitude,longitude,year,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
78,37.5645118799619,126.67914766061864,2013,Rapidash,Fire,,500,65,100,70,80,80,105,1,False
85,37.19758622620216,127.46441851143405,2013,Dodrio,Normal,Flying,460,60,110,70,60,60,100,1,False
119,37.45356773455885,127.4842199824789,2013,Seaking,Water,,450,80,92,65,65,80,68,1,False
81,37.286208303875924,126.45227196432316,2013,Magnemite,Electric,Steel,325,25,35,70,95,55,45,1,False
66,37.58644097449698,126.88605897601988,2013,Machop,Fighting,,305,70,80,50,35,35,35,1,False
67,37.02772115695827,126.63347495273442,2013,Machoke,Fighting,,405,80,100,70,50,60,45,1,False
54,38.98022431520044,126.07565536972803,2013,Psyduck,Water,,320,50,52,48,65,50,55,1,False
63,36.823425693107176,126.5875134728721,2013,Abra,Psychic,,310,25,20,15,105,55,90,1,False
51,37.934791002761024,126.82786905245733,2013,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False
91,37.152850514817814,126.15922731527448,2013,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False
35,37.528107130056306,127.54730988467581,2013,Clefairy,Fairy,,323,70,45,48,60,65,35,1,False
70,38.02114797621001,125.45201392975844,2013,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
110,37.40331382590012,127.14155118583459,2013,Weezing,Poison,,490,65,90,120,85,70,60,1,False
37,37.29467811810858,126.78719884977393,2013,Vulpix,Fire,,299,38,41,40,50,65,65,1,False
78,37.162460287786665,127.24280712609311,2013,Rapidash,Fire,,500,65,100,70,80,80,105,1,False
47,37.961029290264,127.0606377608474,2013,Parasect,Bug,Grass,405,60,95,80,60,80,30,1,False
62,37.219588598210535,127.21671046364555,2013,Poliwrath,Water,Fighting,510,90,95,95,70,90,70,1,False
97,37.87791379004879,127.01095137276116,2013,Hypno,Psychic,,483,85,73,70,73,115,67,1,False
46,36.42333235661693,126.51579862015323,2013,Paras,Bug,Grass,285,35,70,55,45,55,25,1,False
21,37.36424732819504,127.03447629906317,2013,Spearow,Normal,Flying,262,40,60,30,31,31,70,1,False
81,36.3276075602026,127.20302561041794,2013,Magnemite,Electric,Steel,325,25,35,70,95,55,45,1,False
82,37.74267486907577,127.38519894858436,2013,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False
50,36.88349594510984,125.69109652616699,2013,Diglett,Ground,,265,10,55,25,35,45,95,1,False
125,37.34796749934943,126.62948189744716,2013,Electabuzz,Electric,,490,65,83,57,95,85,105,1,False
1,37.433695792606294,126.52185253953822,2013,Bulbasaur,Grass,Poison,318,45,49,49,65,65,45,1,False
42,38.329823316264246,127.05635507440492,2013,Golbat,Poison,Flying,455,75,80,70,65,75,90,1,False
123,37.67224846198563,126.174955543119,2013,Scyther,Bug,Flying,500,70,110,80,55,80,105,1,False
83,37.36077200607486,127.25377063940975,2013,Farfetch'd,Normal,Flying,352,52,65,55,58,62,60,1,False
59,37.66650697325974,127.6144207445761,2013,Arcanine,Fire,,555,90,110,80,100,80,95,1,False
132,38.10919916445239,126.2395188489631,2013,Ditto,Normal,,288,48,48,48,48,48,48,1,False
80,37.88515036637368,126.08717806422149,2013,Slowbro,Water,Psychic,490,95,75,110,100,80,30,1,False
80,37.88515036637368,126.08717806422149,2013,SlowbroMega Slowbro,Water,Psychic,590,95,75,180,130,80,30,1,False
116,37.88549799188708,126.88132034105348,2013,Horsea,Water,,295,30,40,70,70,25,60,1,False
41,38.550361570961556,127.22637633404925,2013,Zubat,Poison,Flying,245,40,45,35,30,40,55,1,False
23,37.39211613258983,127.02537337240327,2013,Ekans,Poison,,288,35,60,44,40,54,55,1,False
47,37.44959873814124,127.31693465766655,2013,Parasect,Bug,Grass,405,60,95,80,60,80,30,1,False
58,36.818756815567866,127.18640164635701,2013,Growlithe,Fire,,350,55,70,45,70,50,60,1,False
68,37.341473672568554,126.85237624825832,2013,Machamp,Fighting,,505,90,130,80,65,85,55,1,False
1,37.15829193553819,127.10581228870873,2013,Bulbasaur,Grass,Poison,318,45,49,49,65,65,45,1,False
96,37.32232544709701,127.1530622782214,2013,Drowzee,Psychic,,328,60,48,45,43,90,42,1,False
70,37.10309097421679,127.01997880290371,2013,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
16,37.1284111056671,127.08764500665347,2013,Pidgey,Normal,Flying,251,40,45,40,35,35,56,1,False
37,37.713520950536534,127.51193731011149,2013,Vulpix,Fire,,299,38,41,40,50,65,65,1,False
42,38.33848648280499,126.85902804253931,2013,Golbat,Poison,Flying,455,75,80,70,65,75,90,1,False
9,37.05439280658474,126.3110301326187,2013,Blastoise,Water,,530,79,83,100,85,105,78,1,False
9,37.05439280658474,126.3110301326187,2013,BlastoiseMega Blastoise,Water,,630,79,103,120,135,115,78,1,False
19,36.72394593360749,126.36166796853118,2013,Rattata,Normal,,253,30,56,35,25,35,72,1,False
77,37.932423520836835,126.68699896630652,2013,Ponyta,Fire,,410,50,85,55,65,65,90,1,False
18,37.01716370208364,126.33949804827577,2013,Pidgeot,Normal,Flying,479,83,80,75,70,70,101,1,False
18,37.01716370208364,126.33949804827577,2013,PidgeotMega Pidgeot,Normal,Flying,579,83,80,80,135,80,121,1,False
43,37.23128350797885,127.44068919958359,2013,Oddish,Grass,Poison,320,45,50,55,75,65,30,1,False
32,37.429949673796486,126.86435654010938,2013,Nidoran♂,Poison,,273,46,57,40,40,40,50,1,False
51,37.92215041522626,126.86809622275555,2013,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False
9,37.828481309405916,126.58403005615338,2013,Blastoise,Water,,530,79,83,100,85,105,78,1,False
9,37.828481309405916,126.58403005615338,2013,BlastoiseMega Blastoise,Water,,630,79,103,120,135,115,78,1,False
113,37.98576631551549,126.83557098127406,2013,Chansey,Normal,,450,250,5,5,35,105,50,1,False
127,36.696964459968726,126.64792980153794,2013,Pinsir,Bug,,500,65,125,100,55,70,85,1,False
127,36.696964459968726,126.64792980153794,2013,PinsirMega Pinsir,Bug,Flying,600,65,155,120,65,90,105,1,False
39,38.05787688068761,127.44915309256437,2013,Jigglypuff,Normal,Fairy,270,115,45,20,45,25,20,1,False
67,37.045826314809524,126.83708999975391,2013,Machoke,Fighting,,405,80,100,70,50,60,45,1,False
56,38.95227776390612,126.3868348389991,2013,Mankey,Fighting,,305,40,80,35,35,45,70,1,False
107,37.178108069602146,126.91149110715747,2013,Hitmonchan,Fighting,,455,50,105,79,35,110,76,1,False
111,37.825866779013374,125.95686155405933,2013,Rhyhorn,Ground,Rock,345,80,85,95,30,30,25,1,False
97,36.99672589924791,126.02678672123663,2013,Hypno,Psychic,,483,85,73,70,73,115,67,1,False
67,37.814195311857965,127.0345608535735,2013,Machoke,Fighting,,405,80,100,70,50,60,45,1,False
114,37.5144861865822,127.0292817981593,2013,Tangela,Grass,,435,65,55,115,100,40,60,1,False
88,37.76292003851997,127.04570751158816,2013,Grimer,Poison,,325,80,80,50,40,50,25,1,False
10,37.539995776147435,126.08609448563685,2013,Caterpie,Bug,,195,45,30,35,20,20,45,1,False
75,37.2577865614475,127.30868172905602,2013,Graveler,Rock,Ground,390,55,95,115,45,45,35,1,False
84,38.414748377061656,127.28549994447482,2013,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
63,36.96198006284396,126.92441124945259,2013,Abra,Psychic,,310,25,20,15,105,55,90,1,False
136,38.08205662969791,126.65971994205549,2013,Flareon,Fire,,525,65,130,60,95,110,65,1,False
37,37.30293526080024,127.57845425679719,2013,Vulpix,Fire,,299,38,41,40,50,65,65,1,False
37,37.13904587718039,126.53476980142304,2013,Vulpix,Fire,,299,38,41,40,50,65,65,1,False
141,37.89140636100351,126.7791352670581,2013,Kabutops,Rock,Water,495,60,115,105,65,70,80,1,False
46,37.07993959014749,126.15745362373723,2013,Paras,Bug,Grass,285,35,70,55,45,55,25,1,False
94,37.69260141206965,127.11770949437432,2013,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False
94,37.69260141206965,127.11770949437432,2013,GengarMega Gengar,Ghost,Poison,600,60,65,80,170,95,130,1,False
136,37.95524334066661,127.15552193723978,2013,Flareon,Fire,,525,65,130,60,95,110,65,1,False
150,38.1434252339842,126.87454244129032,2013,Mewtwo,Psychic,,680,106,110,90,154,90,130,1,True
150,38.1434252339842,126.87454244129032,2013,MewtwoMega Mewtwo X,Psychic,Fighting,780,106,190,100,154,100,130,1,True
150,38.1434252339842,126.87454244129032,2013,MewtwoMega Mewtwo Y,Psychic,,780,106,150,70,194,120,140,1,True
96,38.085285697872024,127.23898475278646,2013,Drowzee,Psychic,,328,60,48,45,43,90,42,1,False
75,36.32322940776154,126.75045508041805,2013,Graveler,Rock,Ground,390,55,95,115,45,45,35,1,False
103,37.79779444871777,126.99005203909567,2013,Exeggutor,Grass,Psychic,520,95,95,85,125,65,55,1,False
13,38.17609392697897,126.7148240544533,2013,Weedle,Bug,Poison,195,40,35,30,20,20,50,1,False
120,37.618713231918385,127.17736274082345,2013,Staryu,Water,,340,30,45,55,70,55,85,1,False
94,36.84410693331269,127.00005967260887,2013,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False
94,36.84410693331269,127.00005967260887,2013,GengarMega Gengar,Ghost,Poison,600,60,65,80,170,95,130,1,False
27,37.86385834589021,126.6538118295011,2013,Sandshrew,Ground,,300,50,75,85,20,30,40,1,False
12,37.25112042442923,126.51355799124072,2013,Butterfree,Bug,Flying,395,60,45,50,90,80,70,1,False
21,37.86853914119724,127.16080097872111,2013,Spearow,Normal,Flying,262,40,60,30,31,31,70,1,False
128,37.724011009922016,126.35326570341806,2013,Tauros,Normal,,490,75,100,95,40,70,110,1,False
116,37.660125115936566,127.86799405556357,2013,Horsea,Water,,295,30,40,70,70,25,60,1,False
16,37.47927250942366,127.25788737563843,2013,Pidgey,Normal,Flying,251,40,45,40,35,35,56,1,False
149,37.565238745606784,126.8338444690977,2013,Dragonite,Dragon,Flying,600,91,134,95,100,100,80,1,False
28,37.997258610615226,127.23900405335793,2013,Sandslash,Ground,,450,75,100,110,45,55,65,1,False
10,37.127653592613285,127.58912068664188,2013,Caterpie,Bug,,195,45,30,35,20,20,45,1,False
44,36.57115542165306,127.11759193724558,2013,Gloom,Grass,Poison,395,60,65,70,85,75,40,1,False
113,37.744398405059236,126.47836800113302,2013,Chansey,Normal,,450,250,5,5,35,105,50,1,False
113,37.63338014650497,126.81695673610129,2013,Chansey,Normal,,450,250,5,5,35,105,50,1,False
98,37.50309051327473,126.75274186464745,2013,Krabby,Water,,325,30,105,90,25,25,50,1,False
73,37.26566455991659,127.07273035489536,2013,Tentacruel,Water,Poison,515,80,70,65,80,120,100,1,False
81,37.299110359063576,127.40506867611819,2013,Magnemite,Electric,Steel,325,25,35,70,95,55,45,1,False
82,37.15534395998063,126.70715042907558,2013,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False
147,38.739158935040166,126.7756051987123,2013,Dratini,Dragon,,300,41,64,45,50,50,50,1,False
118,37.01123766916622,126.86893218726576,2013,Goldeen,Water,,320,45,67,60,35,50,63,1,False
87,37.970345692648216,126.25968055414396,2013,Dewgong,Water,Ice,475,90,70,80,70,95,70,1,False
123,37.28958189448508,127.14805924820192,2013,Scyther,Bug,Flying,500,70,110,80,55,80,105,1,False
30,38.1188981571402,126.48567732543873,2013,Nidorina,Poison,,365,70,62,67,55,55,56,1,False
93,36.968871985878046,127.32843304525868,2013,Haunter,Ghost,Poison,405,45,50,45,115,55,95,1,False
120,37.363807183379215,126.86434812164248,2013,Staryu,Water,,340,30,45,55,70,55,85,1,False
84,37.34905395414387,126.23639959949011,2013,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
20,37.534702986323374,127.949765297235,2013,Raticate,Normal,,413,55,81,60,50,70,97,1,False
24,37.416958987177225,127.42835303206928,2013,Arbok,Poison,,438,60,85,69,65,79,80,1,False
108,37.87865701581129,126.31817165426811,2013,Lickitung,Normal,,385,90,55,75,60,75,30,1,False
143,38.174025397321756,126.65983162289744,2013,Snorlax,Normal,,540,160,110,65,65,110,30,1,False
87,37.7079608939034,126.65800440367788,2013,Dewgong,Water,Ice,475,90,70,80,70,95,70,1,False
11,38.52716093185313,127.0001631046416,2013,Metapod,Bug,,205,50,20,55,25,25,30,1,False
49,37.27219797539305,127.52481936993316,2013,Venomoth,Bug,Poison,450,70,65,60,90,75,90,1,False
82,37.803917796773625,126.93769197393598,2013,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False
74,37.90331375123957,125.51053557723216,2013,Geodude,Rock,Ground,300,40,80,100,30,30,20,1,False
151,37.996148037492624,127.2969385495525,2013,Mew,Psychic,,600,100,100,100,100,100,100,1,False
61,36.525563656694494,127.03243113939855,2013,Poliwhirl,Water,,385,65,65,65,50,50,90,1,False
151,37.45382422455605,126.5823419759995,2013,Mew,Psychic,,600,100,100,100,100,100,100,1,False
99,37.791535946361016,126.9686309033495,2013,Kingler,Water,,475,55,130,115,50,50,75,1,False
52,38.003493322457004,126.39865189174046,2013,Meowth,Normal,,290,40,45,35,40,40,90,1,False
72,37.6126819408132,125.88878520935013,2013,Tentacool,Water,Poison,335,40,40,35,50,100,70,1,False
124,37.483661523499634,127.40919940281061,2014,Jynx,Ice,Psychic,455,65,50,35,115,95,95,1,False
5,38.73045796908293,127.19659491036411,2014,Charmeleon,Fire,,405,58,64,58,80,65,80,1,False
115,36.911737653592404,127.11407035762014,2014,Kangaskhan,Normal,,490,105,95,80,40,80,90,1,False
115,36.911737653592404,127.11407035762014,2014,KangaskhanMega Kangaskhan,Normal,,590,105,125,100,60,100,100,1,False
111,37.50445118474514,127.3870440538119,2014,Rhyhorn,Ground,Rock,345,80,85,95,30,30,25,1,False
73,38.134433564461375,127.41071354162779,2014,Tentacruel,Water,Poison,515,80,70,65,80,120,100,1,False
3,38.057793723685,127.98844248179773,2014,Venusaur,Grass,Poison,525,80,82,83,100,100,80,1,False
3,38.057793723685,127.98844248179773,2014,VenusaurMega Venusaur,Grass,Poison,625,80,100,123,122,120,80,1,False
19,37.91930871181826,127.13976104071153,2014,Rattata,Normal,,253,30,56,35,25,35,72,1,False
75,37.06860603504649,126.98113044727036,2014,Graveler,Rock,Ground,390,55,95,115,45,45,35,1,False
58,37.85116307356785,127.28388470548097,2014,Growlithe,Fire,,350,55,70,45,70,50,60,1,False
129,37.79992130710323,127.00226649142299,2014,Magikarp,Water,,200,20,10,55,15,20,80,1,False
55,37.82583544383187,126.84153870175628,2014,Golduck,Water,,500,80,82,78,95,80,85,1,False
19,38.07408465055527,126.32827357564115,2014,Rattata,Normal,,253,30,56,35,25,35,72,1,False
118,37.91740073026082,126.39848446189636,2014,Goldeen,Water,,320,45,67,60,35,50,63,1,False
1,38.03986986903119,127.41026933403312,2014,Bulbasaur,Grass,Poison,318,45,49,49,65,65,45,1,False
79,37.02510419288223,126.73793776632651,2014,Slowpoke,Water,Psychic,315,90,65,65,40,40,15,1,False
81,38.19825706807039,127.43373221471447,2014,Magnemite,Electric,Steel,325,25,35,70,95,55,45,1,False
45,37.222517405058106,126.92547032193731,2014,Vileplume,Grass,Poison,490,75,80,85,110,90,50,1,False
107,37.33555702887949,126.58604549497771,2014,Hitmonchan,Fighting,,455,50,105,79,35,110,76,1,False
61,37.145026377170474,126.4754977958554,2014,Poliwhirl,Water,,385,65,65,65,50,50,90,1,False
128,38.30778860345419,128.15771170629762,2014,Tauros,Normal,,490,75,100,95,40,70,110,1,False
56,37.33052831661716,126.49254008265699,2014,Mankey,Fighting,,305,40,80,35,35,45,70,1,False
131,36.901645595485554,126.82914832858192,2014,Lapras,Water,Ice,535,130,85,80,85,95,60,1,False
74,37.88551953271705,126.43992963880163,2014,Geodude,Rock,Ground,300,40,80,100,30,30,20,1,False
14,37.767970730242,127.02219641208855,2014,Kakuna,Bug,Poison,205,45,25,50,25,25,35,1,False
112,36.83520669557215,126.94574553663087,2014,Rhydon,Ground,Rock,485,105,130,120,45,45,40,1,False
97,36.974932190822166,127.19412207735785,2014,Hypno,Psychic,,483,85,73,70,73,115,67,1,False
70,38.24529252517861,127.24445084690858,2014,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
98,37.29843826729562,126.38734709248558,2014,Krabby,Water,,325,30,105,90,25,25,50,1,False
88,37.607811782628914,127.6239734651433,2014,Grimer,Poison,,325,80,80,50,40,50,25,1,False
112,36.99372256631237,126.16143500686242,2014,Rhydon,Ground,Rock,485,105,130,120,45,45,40,1,False
54,37.88163814708668,127.58608156060842,2014,Psyduck,Water,,320,50,52,48,65,50,55,1,False
49,37.71101493070521,126.73993627081752,2014,Venomoth,Bug,Poison,450,70,65,60,90,75,90,1,False
97,37.0435437438124,126.76352045602437,2014,Hypno,Psychic,,483,85,73,70,73,115,67,1,False
81,37.86229674640906,127.67738085710536,2014,Magnemite,Electric,Steel,325,25,35,70,95,55,45,1,False
73,37.53399539637197,127.03678735285044,2014,Tentacruel,Water,Poison,515,80,70,65,80,120,100,1,False
98,37.56952172112905,127.40621885024953,2014,Krabby,Water,,325,30,105,90,25,25,50,1,False
69,37.842102834826996,126.62245317912705,2014,Bellsprout,Grass,Poison,300,50,75,35,70,30,40,1,False
60,38.17812214373076,126.83650833687338,2014,Poliwag,Water,,300,40,50,40,40,40,90,1,False
77,37.13619585134534,127.54281437374138,2014,Ponyta,Fire,,410,50,85,55,65,65,90,1,False
6,37.89302141782257,126.45256431952485,2014,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False
6,37.89302141782257,126.45256431952485,2014,CharizardMega Charizard X,Fire,Dragon,634,78,130,111,130,85,100,1,False
6,37.89302141782257,126.45256431952485,2014,CharizardMega Charizard Y,Fire,Flying,634,78,104,78,159,115,100,1,False
25,36.922858598706085,127.12177320599618,2014,Pikachu,Electric,,320,35,55,40,50,50,90,1,False
82,38.01233434385164,127.8509301201335,2014,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False
84,37.80946319599385,126.6885445076455,2014,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
31,38.03718271454451,126.19305646891247,2014,Nidoqueen,Poison,Ground,505,90,92,87,75,85,76,1,False
52,38.19175126795498,126.35539944080641,2014,Meowth,Normal,,290,40,45,35,40,40,90,1,False
73,38.016246094568174,126.98970217078293,2014,Tentacruel,Water,Poison,515,80,70,65,80,120,100,1,False
100,36.94253993493996,126.44943642979652,2014,Voltorb,Electric,,330,40,30,50,55,55,100,1,False
20,37.66596222171854,127.68355754991484,2014,Raticate,Normal,,413,55,81,60,50,70,97,1,False
77,37.32423276554221,126.92085679055036,2014,Ponyta,Fire,,410,50,85,55,65,65,90,1,False
146,38.647376445496214,126.41102149756378,2014,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True
125,37.56996269811931,127.00768481409989,2014,Electabuzz,Electric,,490,65,83,57,95,85,105,1,False
125,36.93670800036342,127.04479869226294,2014,Electabuzz,Electric,,490,65,83,57,95,85,105,1,False
2,36.51280250470616,127.14125785374364,2014,Ivysaur,Grass,Poison,405,60,62,63,80,80,60,1,False
76,37.62888844474761,127.07714982254673,2014,Golem,Rock,Ground,495,80,120,130,55,65,45,1,False
33,36.40142344531599,126.18605366953864,2014,Nidorino,Poison,,365,61,72,57,55,55,65,1,False
107,37.26287288717719,127.80407672917099,2014,Hitmonchan,Fighting,,455,50,105,79,35,110,76,1,False
54,38.113170768875456,127.04044561065854,2014,Psyduck,Water,,320,50,52,48,65,50,55,1,False
21,37.50889711753407,126.08507563747335,2014,Spearow,Normal,Flying,262,40,60,30,31,31,70,1,False
23,36.6083725760378,126.74293854197255,2014,Ekans,Poison,,288,35,60,44,40,54,55,1,False
78,36.52999782974941,126.64956143840647,2014,Rapidash,Fire,,500,65,100,70,80,80,105,1,False
17,37.73936048241528,127.34518162926801,2014,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,1,False
120,37.01049811125165,127.20419501142406,2014,Staryu,Water,,340,30,45,55,70,55,85,1,False
123,37.6676771317727,127.09998480457858,2014,Scyther,Bug,Flying,500,70,110,80,55,80,105,1,False
99,38.11663584468889,127.33877829763578,2014,Kingler,Water,,475,55,130,115,50,50,75,1,False
58,37.910351538223765,127.36054016854415,2014,Growlithe,Fire,,350,55,70,45,70,50,60,1,False
124,38.054427625652764,126.79188308746883,2014,Jynx,Ice,Psychic,455,65,50,35,115,95,95,1,False
